_seq,step,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,actor/entropy,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/pg_clipfrac_lower,actor/grad_norm,perf/mfu/actor,perf/max_memory_allocated_gb,perf/max_memory_reserved_gb,perf/cpu_memory_used_gb,actor/lr,training/global_step,training/epoch,critic/score/mean,critic/score/max,critic/score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,response_length_non_aborted/mean,response_length_non_aborted/max,response_length_non_aborted/min,response_length_non_aborted/clip_ratio,response/aborted_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/start_profile,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/adv,timing_s/update_actor,timing_s/dump_rollout_generations,timing_s/step,timing_s/stop_profile,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_per_token_ms/adv,perf/total_num_tokens,perf/time_per_step,perf/throughput,timing_s/save_checkpoint
676,676,1558.0,2446.0,888.0,1755.0,1831.0,1802.0,2.306419849395752,-0.00043216336518526327,0.013044464983977377,0.007031128962989896,0.0,7.328125,0.021842160291744246,30.037012577056885,33.48828125,127.89180374145508,5e-06,676.0,0.0,8.274999618530273,10.0,-10.0,8.274999618530273,10.0,-10.0,-0.15147605538368225,1.7888447046279907,-1.7888447046279907,-0.15147605538368225,1.7888447046279907,-1.7888447046279907,9.149999618530273,76.0,3.0,0.0,9.149999618530273,76.0,3.0,0.0,0.0,351.25,484.0,307.0,0.0,6.366334855556488e-05,0.35849928855895996,1.304686188697815,0.090657539665699,0.125,5.645155403763056,40.98306352831423,3.485011599957943,0.002889452502131462,25.308600487187505,0.0868302620947361,75.51885666884482,5.909055471420288e-05,15.42392186820507,1.755591043783817,0.0002004337196262113,14416.0,75.51885666884482,23.861590064874648,
677,677,1736.0,2746.0,1010.0,2121.0,2204.0,2145.25,1.7979156970977783,-0.0008861991018056868,0.005482456274330616,-0.0009418133326107636,0.0,7.875,0.026152217633354326,30.037012577056885,33.48828125,127.83659362792969,5e-06,677.0,0.0,3.6875,10.0,-10.0,3.6875,10.0,-10.0,-0.2749834656715393,1.7888522148132324,-1.7888542413711548,-0.2749834656715393,1.7888522148132324,-1.7888542413711548,7.675000190734863,110.0,3.0,0.0,7.675000190734863,110.0,3.0,0.0,0.0,421.375,524.0,339.0,0.0,6.815046072006226e-05,0.386181116104126,1.8640366792678833,0.12962141633033752,0.125,6.152574893087149,51.68973501957953,3.4999115969985723,0.003363845869898796,25.284232530742884,0.06350015662610531,86.70076498389244,5.585514008998871e-05,20.040960563801786,1.4732684145637387,0.00019600546963633586,17162.0,86.70076498389244,24.74314961809797,
678,678,1534.0,3560.0,2026.0,2152.0,2224.0,2195.0,1.4235576391220093,-0.0003758865594863894,0.005150462966412306,0.003316648048348725,0.0,6.453125,0.026721464788805528,30.037012577056885,33.48828125,127.88373374938965,5e-06,678.0,0.0,8.303125381469727,10.0,-10.0,8.303125381469727,10.0,-10.0,-0.14481443166732788,1.7888447046279907,-1.7888447046279907,-0.14481443166732788,1.7888447046279907,-1.7888447046279907,8.125,81.0,4.0,0.0,8.125,81.0,4.0,0.0,0.0,430.875,708.0,302.0,0.0,7.47237354516983e-05,0.4303915500640869,1.3539726734161377,0.09111735969781876,0.125,5.697523331269622,50.47871991991997,3.5176246482878923,0.003326142206788063,25.373739574104548,0.06488729827105999,85.14305533841252,6.28158450126648e-05,17.530841019291145,1.4449737798465003,0.00018941584321116532,17560.0,85.14305533841252,25.780141331265096,
679,679,1502.0,3349.0,1847.0,1937.0,2136.0,2062.375,1.4026895761489868,-0.0005528450012207041,0.00416666679084301,0.029833915704512038,0.0,9.375,0.025065467093088163,30.037012577056885,33.48828125,127.92853927612305,5e-06,679.0,0.0,0.375,10.0,-10.0,0.375,10.0,-10.0,0.5034499764442444,1.7888542413711548,-1.7888447046279907,0.5034499764442444,1.7888542413711548,-1.7888447046279907,8.350000381469727,97.0,3.0,0.0,8.350000381469727,97.0,3.0,0.0,0.0,404.125,651.0,296.0,0.0,8.56202095746994e-05,0.46071720123291016,1.5994268655776978,0.09130953997373581,0.125,6.1778402384370565,50.63414436019957,3.5084369778633118,0.0033326055854558945,25.370680736377835,0.07675728015601635,85.77865862101316,7.075630128383636e-05,18.496527659991187,1.5377102088840435,0.0002019883378056788,16499.0,85.77865862101316,24.04298497032898,
680,680,1427.0,3459.0,2032.0,1675.0,3584.0,1918.375,2.2372007369995117,4.510536789894201e-05,0.0006944444496184588,0.021272552985465154,0.0,7.109375,0.023166781084788653,30.037012577056885,33.48828125,127.91061782836914,5e-06,680.0,0.0,8.550000190734863,10.0,-10.0,8.550000190734863,10.0,-10.0,-1.60002863407135,1.0954439640045166,-1.7888541221618652,-1.60002863407135,1.0954439640045166,-1.7888541221618652,57.92499923706055,2048.0,3.0,0.02500000037252903,57.92499923706055,2048.0,3.0,0.02500000037252903,0.0,325.75,392.0,270.0,0.0,6.769038736820221e-05,4.353790283203125,32.37295150756836,0.08959640562534332,0.125,36.705375988036394,40.51029733195901,3.61185852997005,0.004357216879725456,25.837232625111938,0.06759084947407246,106.74370808713138,5.921907722949982e-05,15.841767798030382,1.6835363670497125,0.0002839132651153617,15347.0,106.74370808713138,17.971785263765558,
681,681,1760.0,4344.0,2584.0,2127.0,4065.0,2398.375,2.5493385791778564,-0.0009354645758867227,0.00028906249499414114,-0.004009935890826455,0.0,11.34375,0.028708748145260175,30.037012577056885,33.48828125,127.818359375,5e-06,681.0,0.0,5.650000095367432,10.0,-10.0,5.650000095367432,10.0,-10.0,-1.6591010093688965,1.7888542413711548,-1.7888541221618652,-1.6591010093688965,1.7888542413711548,-1.7888541221618652,65.30000305175781,2048.0,3.0,0.02500000037252903,65.30000305175781,2048.0,3.0,0.02500000037252903,0.0,414.375,503.0,348.0,0.0,8.36644321680069e-05,4.9718427658081055,32.35970687866211,0.09631192684173584,0.125,36.70387323200703,55.971948286518455,3.568536914885044,0.004746239632368088,26.2047698199749,0.06867850199341774,122.52990800142288,6.050989031791687e-05,14.052018848394727,1.3657564924154322,0.00024736746924313796,19187.0,122.52990800142288,19.57379254681354,
682,682,1448.0,2862.0,1414.0,2244.0,2462.0,2307.375,2.0132851600646973,-0.0006526899337768552,0.01971153849735856,-0.010785285086603836,0.0,9.265625,0.028045554905747783,30.037012577056885,33.48828125,127.8972978591919,5e-06,682.0,0.0,3.637500047683716,10.0,-10.0,3.637500047683716,10.0,-10.0,-0.3265700042247772,1.7888537645339966,-1.7888507843017578,-0.3265700042247772,1.7888537645339966,-1.7888507843017578,12.225000381469727,323.0,2.0,0.0,12.225000381469727,323.0,2.0,0.0,0.0,449.25,568.0,286.0,0.0,6.078369915485382e-05,0.7619744539260864,5.17201566696167,0.09297371655702591,0.125,9.545454040169716,50.542933110147715,3.5155363231897354,0.0033785011619329453,25.42098438180983,0.0790583249181509,89.11434533447027,6.195902824401855e-05,19.520355910367517,1.3771593467582117,0.0001830273125268403,18459.0,89.11434533447027,25.892295918685107,
683,683,1405.0,3579.0,2174.0,1973.0,3655.0,2208.0,2.470048427581787,-7.645316421985501e-05,5.4931640625e-05,0.034508329362142834,0.0,4.609375,0.02680533283778228,30.037012577056885,33.48828125,127.97198867797852,5e-06,683.0,0.0,5.599999904632568,10.0,-10.0,5.599999904632568,10.0,-10.0,-1.6114240884780884,1.7888447046279907,-1.7888541221618652,-1.6114240884780884,1.7888447046279907,-1.7888541221618652,56.349998474121094,2048.0,4.0,0.02500000037252903,56.349998474121094,2048.0,4.0,0.02500000037252903,0.0,385.25,659.0,277.0,0.0,7.660314440727234e-05,4.22275972366333,32.19564437866211,0.09072107821702957,0.125,36.55426591075957,66.27163661643863,3.5907126255333424,0.0045102741569280624,25.80992817878723,0.08069549314677715,132.31911271065474,6.115622818470001e-05,16.21750927717816,1.4611598833099655,0.0002553370786304383,17664.0,132.31911271065474,16.686931727151805,
684,684,1705.0,2679.0,974.0,2048.0,2086.0,2070.125,3.756178379058838,0.0004280573967844231,0.023488095350330696,0.05722076132660732,0.0,7.40625,0.02519994447126938,30.037012577056885,33.48828125,127.88000106811523,5e-06,684.0,0.0,5.987500190734863,10.0,-10.0,5.987500190734863,10.0,-10.0,-0.5101764798164368,1.0954416990280151,-1.7888447046279907,-0.5101764798164368,1.0954416990280151,-1.7888447046279907,10.274999618530273,175.0,3.0,0.0,10.274999618530273,175.0,3.0,0.0,0.0,403.75,532.0,337.0,0.0,6.017833948135376e-05,0.45001518726348877,2.8405680656433105,0.09137672185897827,0.125,7.26093908585608,51.04481775872409,3.5242555495351553,0.003036385402083397,25.292957477271557,0.0650286041200161,87.19815372861922,6.06440007686615e-05,17.666518457070755,1.5272602788039102,0.00018334553481573558,16561.0,87.19815372861922,23.740468249393295,
685,685,1643.0,3320.0,1677.0,2398.0,2563.0,2441.25,5.471096038818359,-0.0004299820587038983,0.00013440860202535988,0.0024481944055878557,0.0,7.234375,0.029601955342611494,30.037012577056885,33.48828125,127.98484992980957,5e-06,685.0,0.0,2.924999952316284,10.0,-10.0,2.924999952316284,10.0,-10.0,0.02740001305937767,1.7888542413711548,-1.7888528108596802,0.02740001305937767,1.7888542413711548,-1.7888528108596802,31.25,520.0,2.0,0.0,31.25,520.0,2.0,0.0,0.0,457.0,660.0,300.0,0.0,5.9721991419792175e-05,1.7025943994522095,8.438203811645508,0.09752664715051651,0.125,12.767338322475553,45.602466233074665,3.5192695446312428,0.0032869260758161545,25.682696126401424,0.07350805029273033,87.65585135109723,6.38812780380249e-05,10.213870657980442,1.3150382041168165,0.00016830138637051483,19530.0,87.65585135109723,27.850394039546817,
686,686,1560.0,2780.0,1220.0,2203.0,2263.0,2219.0,4.939056396484375,-0.0001796412840485588,0.0,0.014396132051479072,0.0,6.859375,0.02708501907500898,30.037012577056885,33.48828125,127.86394882202148,5e-06,686.0,0.0,1.837499976158142,10.0,-10.0,1.837499976158142,10.0,-10.0,0.08404748886823654,1.7888541221618652,-1.7888447046279907,0.08404748886823654,1.7888541221618652,-1.7888447046279907,13.425000190734863,186.0,4.0,0.0,13.425000190734863,186.0,4.0,0.0,0.0,430.375,552.0,308.0,0.0,6.377696990966797e-05,0.6333290934562683,3.0876598358154297,0.09254883229732513,0.125,7.464673236012459,56.498937878757715,3.571442311629653,0.003214966505765915,25.283052790910006,0.08059736154973507,92.9089913610369,6.70459121465683e-05,13.900695039129346,1.4242368629399507,0.000181104467427102,17752.0,92.9089913610369,23.883587234061597,
687,687,1581.0,2669.0,1088.0,2177.0,2509.0,2234.375,5.634112358093262,-0.00014675080776214712,0.0,0.010874818134470842,0.0,16.5,0.02735918414999252,30.037012577056885,33.48828125,127.90371608734131,5e-06,687.0,0.0,2.924999952316284,10.0,-10.0,2.924999952316284,10.0,-10.0,-0.9747118949890137,1.0954450368881226,-1.7883237600326538,-0.9747118949890137,1.0954450368881226,-1.7883237600326538,27.5,617.0,2.0,0.0,27.5,617.0,2.0,0.0,0.0,419.375,527.0,272.0,0.0,6.511621177196503e-05,1.9765057563781738,9.729061126708984,0.10036793351173401,0.125,14.253140715882182,56.2097061611712,3.5157899279147387,0.0034802649170160294,25.23866331577301,0.08039650321006775,99.30883486941457,5.696713924407959e-05,12.957400650801985,1.4119531924907978,0.00019470013521767995,17875.0,99.30883486941457,22.49925701915721,
688,688,1725.0,3762.0,2037.0,2327.0,2446.0,2374.25,5.76242733001709,-0.0012971463054418583,0.0036931818351149557,-0.013636205132934264,0.0,10.21875,0.028823712122199575,30.037012577056885,33.48828125,127.93762969970703,5e-06,688.0,0.0,7.662499904632568,10.0,-10.0,7.662499904632568,10.0,-10.0,0.09027377516031265,1.0954416990280151,-1.7888447046279907,0.09027377516031265,1.0954416990280151,-1.7888447046279907,13.100000381469727,175.0,2.0,0.0,13.100000381469727,175.0,2.0,0.0,0.0,461.75,732.0,341.0,0.0,6.15343451499939e-05,0.7848424315452576,2.8668839931488037,0.09247623383998871,0.125,7.205750020220876,67.87989759258926,3.512467997148633,0.003674045205116272,25.531811023131013,0.08783681131899357,104.22888605296612,7.407180964946747e-05,13.751431336299381,1.3442040130110042,0.00019343188402212656,18994.0,104.22888605296612,22.77919384836824,
689,689,1617.0,4791.0,3174.0,2373.0,2526.0,2497.875,5.007998466491699,-0.0008512263000011469,0.006397058826405555,-0.021635846538993066,0.0,12.15625,0.028588014338881633,30.037012577056885,33.48828125,127.90433502197266,5e-06,689.0,0.0,3.652083158493042,9.5,-10.416666984558105,3.652083158493042,9.5,-10.416666984558105,-0.8139913082122803,1.0954416990280151,-1.7888541221618652,-0.8139913082122803,1.0954416990280151,-1.7888541221618652,8.699999809265137,85.0,2.0,0.0,8.699999809265137,85.0,2.0,0.0,0.0,490.875,938.0,319.0,0.0,5.947984755039215e-05,0.45282694697380066,1.488275170326233,0.09914159774780273,0.125,6.117245791479945,56.58150688558817,4.575001431629062,0.0036672353744506836,27.172298507764935,0.07413304783403873,94.53043548390269,5.7484954595565796e-05,17.578292504252715,1.3597707305091795,0.0001835177588175291,19983.0,94.53043548390269,26.42402933207005,
690,690,1490.0,2102.0,612.0,1741.0,1847.0,1756.875,3.8695690631866455,-3.129392862320154e-05,0.0,-2.6908192376140504e-05,0.0,7.84375,0.021477945509525913,30.037012577056885,33.48828125,127.90585470199585,5e-06,690.0,0.0,7.025000095367432,10.0,-10.0,7.025000095367432,10.0,-10.0,0.03171658143401146,1.7888447046279907,-1.5652436017990112,0.03171658143401146,1.7888447046279907,-1.5652436017990112,9.0,176.0,4.0,0.0,9.0,176.0,4.0,0.0,0.0,342.375,410.0,294.0,0.0,7.729604840278625e-05,0.4647706151008606,2.8408632278442383,0.09038081020116806,0.125,7.203579928725958,41.38857043907046,3.4310956485569477,0.002997579053044319,25.069633109495044,0.06833594292402267,77.17205649241805,8.757226169109344e-05,20.009944246460993,1.7836807619704762,0.00021327492373136387,14055.0,77.17205649241805,22.765688512818215,52.50916451215744
691,691,1679.0,4230.0,2551.0,2296.0,2381.0,2344.125,4.589020729064941,-0.0007263950072228922,0.01354166679084301,0.0629282009540475,0.0,11.125,0.028640296845558355,30.037012577056885,33.48828125,131.58499908447266,5e-06,691.0,0.0,1.625,10.0,-10.0,1.625,10.0,-10.0,-0.004922157619148493,1.5652436017990112,-1.7882812023162842,-0.004922157619148493,1.5652436017990112,-1.7882812023162842,7.949999809265137,150.0,3.0,0.0,7.949999809265137,150.0,3.0,0.0,0.0,460.875,842.0,332.0,0.0,6.828643381595612e-05,0.4296530485153198,2.4245996475219727,0.09125828742980957,0.125,7.7162577249109745,49.430687410756946,3.545129094272852,0.003501037135720253,25.412120450288057,0.08469834178686142,86.19960328936577,7.560849189758301e-05,24.264961399091113,1.3550962752779852,0.00018669210983417335,18753.0,86.19960328936577,27.194150675275658,
692,692,1482.0,3234.0,1752.0,2118.0,2795.0,2237.25,7.428420066833496,0.000620586797595022,0.006478814769070596,0.037155961350072174,0.0,19.1875,0.027405957501688026,30.037012577056885,33.48828125,127.78868103027344,5e-06,692.0,0.0,6.074999809265137,10.0,-10.0,6.074999809265137,10.0,-10.0,-0.8287767767906189,1.215752124786377,-1.7888542413711548,-0.8287767767906189,1.215752124786377,-1.7888542413711548,69.32499694824219,962.0,3.0,0.0,69.32499694824219,962.0,3.0,0.0,0.0,378.125,494.0,292.0,0.0,0.00010504946112632751,3.7885329723358154,15.347865104675293,0.09196227788925171,0.125,19.961424369364977,48.68403179384768,3.508113333955407,0.0042685288935899734,25.299891306087375,0.07927764765918255,97.54483231343329,5.4992735385894775e-05,7.198494182966093,1.413559688573437,0.00023849194846295527,17898.0,97.54483231343329,22.93560762718026,
693,693,1664.0,4532.0,2868.0,2089.0,2416.0,2325.5,7.6552629470825195,-0.0007068842276930793,0.00416666679084301,-0.011148118212986446,0.0,21.5,0.028642084240491222,30.037012577056885,33.48828125,127.07294464111328,5e-06,693.0,0.0,-0.375,10.0,-11.5,-0.375,10.0,-11.5,-0.4875643849372864,0.956179678440094,-1.788310170173645,-0.4875643849372864,0.956179678440094,-1.788310170173645,33.724998474121094,272.0,1.0,0.0,33.724998474121094,272.0,1.0,0.0,0.0,431.375,902.0,301.0,0.0,8.285045623779297e-05,1.8525241613388062,4.409870624542236,0.19823145866394043,0.125,8.756022609770298,57.23837249726057,3.507161295041442,0.0035450514405965805,25.188173996284604,0.07119208388030529,94.77145287767053,5.733966827392578e-05,6.490750637338991,1.35391173921117,0.00019055318429351647,18604.0,94.77145287767053,24.537979838736018,
694,694,1405.0,3071.0,1666.0,2121.0,2151.0,2134.625,6.286473274230957,-0.0002226843684911696,0.13029166728956626,-0.05750064775929786,0.0,32.09375,0.02605832532163163,30.037012577056885,33.48828125,127.25356006622314,5e-06,694.0,0.0,5.25,10.0,-10.0,5.25,10.0,-10.0,-0.47761642932891846,1.5652436017990112,-1.7888447046279907,-0.47761642932891846,1.5652436017990112,-1.7888447046279907,11.425000190734863,161.0,1.0,0.0,11.425000190734863,161.0,1.0,0.0,0.0,415.5,610.0,278.0,0.0,6.343983113765717e-05,0.7148429155349731,2.594709634780884,0.09229941666126251,0.125,6.914401475340128,55.28935846313834,3.5498579759150743,0.003308117389678955,25.295542627573013,0.07985268533229828,91.13965026848018,5.722232162952423e-05,15.129981346477305,1.4812638418676005,0.0001937177132797889,17077.0,91.13965026848018,23.42147455812918,
695,695,1557.0,2643.0,1086.0,1879.0,2475.0,1970.125,6.308816909790039,-0.0009422546625137325,0.00989583358168602,-0.007688814822176937,0.0,10.4375,0.024064929416757717,30.037012577056885,33.48828125,127.32653045654297,5e-06,695.0,0.0,6.574999809265137,10.0,-10.0,6.574999809265137,10.0,-10.0,-1.131145715713501,1.7888447046279907,-1.788310170173645,-1.131145715713501,1.7888447046279907,-1.788310170173645,31.774999618530273,746.0,3.0,0.0,31.774999618530273,746.0,3.0,0.0,0.0,362.25,448.0,302.0,0.0,0.00010915659368038177,2.084484577178955,11.791479110717773,0.09754441678524017,0.125,16.12341983988881,45.41784701868892,3.5298059843480587,0.0038382280617952347,25.227226017042994,0.05866970494389534,90.36861637048423,6.0657039284706116e-05,12.685617497945563,1.6006107491303214,0.0002435269374909736,15761.0,90.36861637048423,21.80098666027018,
696,696,1197.0,4057.0,2860.0,2252.0,2687.0,2406.875,7.4632158279418945,-0.0006453477218747158,0.015014368249103427,-0.009595301769149956,0.0,9.03125,0.02929104909302549,30.037012577056885,33.48828125,127.21232604980469,5e-06,696.0,0.0,6.743119239807129,10.0,-10.0,6.743119239807129,10.0,-10.0,-0.3013211190700531,1.1669198274612427,-1.788838267326355,-0.3013211190700531,1.1669198274612427,-1.788838267326355,46.625,1126.0,1.0,0.0,46.625,1126.0,1.0,0.0,0.0,434.75,802.0,235.0,0.0,5.5339187383651733e-05,3.395029067993164,18.464574813842773,0.09234365075826645,0.125,22.88641687296331,55.318974282592535,3.6130997873842716,0.0037714820355176926,25.633147809654474,0.08768351189792156,107.55035938695073,5.655363202095032e-05,12.271537197299361,1.331246315744195,0.00019587026930759246,19255.0,107.55035938695073,22.379051206518145,
697,697,2026.0,2861.0,835.0,2330.0,2787.0,2445.875,8.104073524475098,-0.0020370644330978396,0.07517361212521792,-0.037815879558911546,0.0,22.3125,0.029815565804636606,30.037012577056885,33.48828125,128.054838180542,5e-06,697.0,0.0,3.936403751373291,10.0,-10.0,3.936403751373291,10.0,-10.0,-1.1854548454284668,0.7458972334861755,-1.7888542413711548,-1.1854548454284668,0.7458972334861755,-1.7888542413711548,70.92500305175781,926.0,2.0,0.0,70.92500305175781,926.0,2.0,0.0,0.0,418.25,541.0,300.0,0.0,8.453615009784698e-05,4.904724597930908,14.617435455322266,0.09789751470088959,0.125,19.000422716140747,52.815922148525715,3.528768563643098,0.0039802007377147675,25.465444680303335,0.0723384041339159,100.89595478400588,6.0288235545158386e-05,6.697364369453911,1.3014485961211906,0.00020341394887896802,19567.0,100.89595478400588,24.241556613801155,
698,698,1465.0,4321.0,2856.0,2527.0,2549.0,2540.25,6.159279823303223,-0.0011681058257818216,0.02500000074505806,-0.04160213329596445,0.0,21.125,0.031108951183829496,30.037012577056885,33.48828125,127.66700744628906,5e-06,698.0,0.0,4.0,10.0,-10.0,4.0,10.0,-10.0,0.006818312220275402,1.7888542413711548,-1.780097246170044,0.006818312220275402,1.7888542413711548,-1.780097246170044,9.425000190734863,78.0,1.0,0.0,9.425000190734863,78.0,1.0,0.0,0.0,498.625,861.0,288.0,0.0,6.551109254360199e-05,0.4404895007610321,1.3476113080978394,0.09820273518562317,0.125,5.596585793420672,47.09175314754248,3.5588829945772886,0.0033592134714126587,25.36824211664498,0.06781751289963722,81.69376968033612,5.550682544708252e-05,14.845055154961996,1.2483142464641757,0.00016529935397168876,20322.0,81.69376968033612,31.094782502262767,
699,699,1784.0,6065.0,4281.0,3001.0,3031.0,3019.875,5.546435356140137,-0.0006933078169822721,0.006666666828095913,-0.007763245617388748,0.0,9.375,0.03675435308327984,30.037012577056885,33.48828125,127.24321842193604,5e-06,699.0,0.0,1.0625,10.0,-10.0,1.0625,10.0,-10.0,0.22142519056797028,1.7888542413711548,-1.7754895687103271,0.22142519056797028,1.7888542413711548,-1.7754895687103271,27.350000381469727,412.0,2.0,0.0,27.350000381469727,412.0,2.0,0.0,0.0,576.625,1208.0,339.0,0.0,5.9040263295173645e-05,1.9726556539535522,6.572213172912598,0.09057250618934631,0.125,10.88249603100121,53.87495304830372,3.572029210627079,0.00459287129342556,25.829464815557003,0.07388926111161709,94.24513075314462,5.6726858019828796e-05,9.947436957039498,1.069144617556894,0.0001901101574330709,24159.0,94.24513075314462,32.04276948705106,
700,700,1791.0,2506.0,715.0,2063.0,2094.0,2084.875,4.411498069763184,-0.0010664142668247237,0.018958333879709244,-0.01766346617223462,0.0,7.2734375,0.025428280985992875,30.037012577056885,33.48828125,127.09026336669922,5e-06,700.0,0.0,7.290853977203369,10.0,-10.0,7.290853977203369,10.0,-10.0,-0.7033059000968933,1.7888447046279907,-1.7888447046279907,-0.7033059000968933,1.7888447046279907,-1.7888447046279907,5.849999904632568,96.0,3.0,0.0,5.849999904632568,96.0,3.0,0.0,0.0,411.125,498.0,355.0,0.0,6.242096424102783e-05,0.29819005727767944,1.5893527269363403,0.09195674955844879,0.125,6.061107229441404,39.613588348031044,3.55688508041203,0.0032675471156835556,25.282039428129792,0.06720617040991783,74.59118831530213,6.056204438209534e-05,25.90216764718549,1.5158006731896272,0.00019590785512821845,16679.0,74.59118831530213,27.950687568980516,
701,701,1668.0,3836.0,2168.0,2584.0,2625.0,2615.375,5.259074687957764,-0.00011218033730983623,0.01041666679084301,-0.005055191233986988,0.0,13.53125,0.03184636195940018,30.037012577056885,33.48828125,127.24769592285156,5e-06,701.0,0.0,4.6875,10.0,-10.0,4.6875,10.0,-10.0,-0.14079152047634125,1.7888542413711548,-1.7888542413711548,-0.14079152047634125,1.7888542413711548,-1.7888542413711548,22.950000762939453,225.0,3.0,0.0,22.950000762939453,225.0,3.0,0.0,0.0,500.125,764.0,325.0,0.0,8.21240246295929e-05,1.4845134019851685,3.6318013668060303,0.10600506514310837,0.125,7.993424704298377,55.54838979244232,3.5373545959591866,0.0038378406316041946,25.532746948301792,0.07549371011555195,92.70060558989644,5.701929330825806e-05,8.707434318407818,1.2203195979688282,0.00018342688102108659,20923.0,92.70060558989644,28.213138235259308,
702,702,1510.0,2988.0,1478.0,2192.0,2233.0,2210.625,4.472641468048096,-0.0001626193150877959,0.00416666679084301,0.016003068862482907,0.0,5.078125,0.026965618942582557,30.037012577056885,33.48828125,127.2004280090332,5e-06,702.0,0.0,4.724999904632568,10.0,-10.0,4.724999904632568,10.0,-10.0,0.025889046490192413,1.4342718124389648,-1.7528074979782104,0.025889046490192413,1.4342718124389648,-1.7528074979782104,3.75,14.0,3.0,0.0,3.75,14.0,3.0,0.0,0.0,438.375,594.0,299.0,0.0,0.000136522576212883,0.14934036135673523,0.2648627460002899,0.07971860468387604,0.125,5.209966929629445,39.324934873729944,3.5372239407151937,0.003337012603878975,25.3236021399498,0.07627535797655582,73.48281668126583,6.7148357629776e-05,34.7331128641963,1.4319254814786428,0.00018869169374492365,17685.0,73.48281668126583,30.08356374781685,
703,703,1631.0,2810.0,1179.0,2043.0,2304.0,2093.75,5.025712490081787,-0.0013322616368532194,0.0656250011175871,0.04506478291732492,0.0,14.28125,0.02547366215962647,30.037012577056885,33.48828125,127.6537971496582,5e-06,703.0,0.0,7.375,10.0,-10.0,7.375,10.0,-10.0,-1.2230266332626343,1.0954416990280151,-1.786861777305603,-1.2230266332626343,1.0954416990280151,-1.786861777305603,13.0,361.0,3.0,0.0,13.0,361.0,3.0,0.0,0.0,405.75,541.0,323.0,0.0,0.00014442764222621918,0.8450340628623962,5.779605865478516,0.07776590436697006,0.125,10.043993540108204,48.26700806990266,3.50355202332139,0.0033441465348005295,25.346109483391047,0.09531407989561558,87.26682759262621,5.7404860854148865e-05,19.315372192515778,1.5132005661725998,0.00019965053939107637,16750.0,87.26682759262621,23.992507322185684,
704,704,1790.0,4858.0,3068.0,2094.0,2677.0,2492.75,6.2627153396606445,9.562224149703424e-06,0.0125,0.004389801037905272,0.0,10.9375,0.030539376735673536,30.037012577056885,33.48828125,127.56340789794922,5e-06,704.0,0.0,4.304521083831787,10.0,-10.0,4.304521083831787,10.0,-10.0,-1.0651205778121948,1.3805341720581055,-1.7888445854187012,-1.0651205778121948,1.3805341720581055,-1.7888445854187012,49.92499923706055,855.0,3.0,0.0,49.92499923706055,855.0,3.0,0.0,0.0,448.625,968.0,318.0,0.0,0.00011209957301616669,3.631100654602051,14.007762908935547,0.0960598960518837,0.125,18.67619528248906,68.92112557403743,3.578130628913641,0.003683023154735565,25.44364555925131,0.06784921884536743,116.69853976555169,5.5927783250808716e-05,9.352125829989514,1.2758823367391088,0.00018468674930977662,19942.0,116.69853976555169,21.36059290037352,
705,705,1674.0,5432.0,3758.0,2510.0,4458.0,2779.875,6.512117862701416,-0.0012972336262464517,0.008750000037252903,0.00466867929790169,0.0,12.40625,0.033409308550136435,30.037012577056885,33.48828125,127.06314849853516,5e-06,705.0,0.0,8.834722518920898,10.0,-10.0,8.834722518920898,10.0,-10.0,-1.4207004308700562,1.7888447046279907,-1.7888447046279907,-1.4207004308700562,1.7888447046279907,-1.7888447046279907,74.2249984741211,2048.0,3.0,0.02500000037252903,74.2249984741211,2048.0,3.0,0.02500000037252903,0.0,481.75,653.0,329.0,0.0,9.472295641899109e-05,5.4297003746032715,32.672054290771484,0.11633864045143127,0.125,37.04448671452701,39.8464470077306,3.60273857973516,0.004469390958547592,26.23817965760827,0.06976861134171486,106.81306985579431,5.797296762466431e-05,12.477092190814082,1.1798273149695702,0.00020097086013523953,22239.0,106.81306985579431,26.025607201001158,
