_seq,step,global_seqlen/min,global_seqlen/max,global_seqlen/minmax_diff,global_seqlen/balanced_min,global_seqlen/balanced_max,global_seqlen/mean,actor/entropy,actor/pg_loss,actor/pg_clipfrac,actor/ppo_kl,actor/pg_clipfrac_lower,actor/grad_norm,perf/mfu/actor,perf/max_memory_allocated_gb,perf/max_memory_reserved_gb,perf/cpu_memory_used_gb,actor/lr,training/global_step,training/epoch,critic/score/mean,critic/score/max,critic/score/min,critic/rewards/mean,critic/rewards/max,critic/rewards/min,critic/advantages/mean,critic/advantages/max,critic/advantages/min,critic/returns/mean,critic/returns/max,critic/returns/min,response_length/mean,response_length/max,response_length/min,response_length/clip_ratio,response_length_non_aborted/mean,response_length_non_aborted/max,response_length_non_aborted/min,response_length_non_aborted/clip_ratio,response/aborted_ratio,prompt_length/mean,prompt_length/max,prompt_length/min,prompt_length/clip_ratio,timing_s/start_profile,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/adv,timing_s/update_actor,timing_s/dump_rollout_generations,timing_s/step,timing_s/stop_profile,timing_per_token_ms/gen,timing_per_token_ms/update_actor,timing_per_token_ms/adv,perf/total_num_tokens,perf/time_per_step,perf/throughput,timing_s/save_checkpoint
228,228,5520.0,8610.0,3090.0,6792.0,6850.0,6814.25,0.17688718438148499,-1.80047005414935e-05,0.005775717449432704,-7.387983004036869e-05,0.0,1.9765625,0.08109756892893272,29.347873210906982,32.8046875,131.0074806213379,5e-06,228.0,0.0,4.203482151031494,9.006024360656738,-11.25654411315918,4.203482151031494,9.006024360656738,-11.25654411315918,-0.031085973605513573,1.788686990737915,-1.779686689376831,-0.031085973605513573,1.788686990737915,-1.779686689376831,901.3499755859375,1430.0,535.0,0.0,901.3499755859375,1430.0,535.0,0.0,0.0,461.5,601.0,336.0,0.0,6.899237632751465e-05,19.08622932434082,24.27558135986328,14.177009582519531,0.125,28.751771222800016,70.37304945290089,3.77666630782187,0.006136469542980194,27.475915608927608,0.0820710975676775,130.4732786640525,6.392039358615875e-05,0.7974641155710883,0.5040157685902265,0.00011256685517445417,54514.0,130.4732786640525,52.22716919336094,
229,229,5125.0,8057.0,2932.0,6540.0,6584.0,6566.125,0.1842685341835022,4.599691368639552e-05,0.005404594552237541,1.8789077278569265e-05,0.0,2.1171875,0.0787229208105635,29.347873210906982,32.8046875,131.06407928466797,5e-06,229.0,0.0,6.324577808380127,9.37062931060791,-11.927373886108398,6.324577808380127,9.37062931060791,-11.927373886108398,0.03066021203994751,1.2629867792129517,-1.7884719371795654,0.03066021203994751,1.2629867792129517,-1.7884719371795654,866.2249755859375,1211.0,518.0,0.0,866.2249755859375,1211.0,518.0,0.0,0.0,447.0,642.0,282.0,0.0,6.294064223766327e-05,18.205123901367188,20.61219024658203,15.293152809143066,0.125,25.04569135606289,71.39133978448808,3.787281136959791,0.004043230786919594,27.190002270042896,0.07843348011374474,127.50392749719322,6.794370710849762e-05,0.7228402365454383,0.517618882332481,7.697140221438813e-05,52529.0,127.50392749719322,51.49743328608087,
230,230,5226.0,6993.0,1767.0,5934.0,5963.0,5951.625,0.18639573454856873,3.0267238616960013e-06,0.005830638838233426,0.0003239396285152907,0.0,2.0546875,0.07157631413863456,29.347873210906982,32.8046875,131.08870792388916,5e-06,230.0,0.0,3.458786725997925,9.464285850524902,-11.751824378967285,3.458786725997925,9.464285850524902,-11.751824378967285,-0.004191185813397169,1.1103880405426025,-1.7867891788482666,-0.004191185813397169,1.1103880405426025,-1.7867891788482666,829.8250122070312,1358.0,490.0,0.0,829.8250122070312,1358.0,490.0,0.0,0.0,360.5,422.0,287.0,0.0,5.5555254220962524e-05,17.88999366760254,22.886173248291016,14.336488723754883,0.125,27.306831823661923,73.07951242849231,3.7449968233704567,0.004959918558597565,26.907965118065476,0.07954984344542027,131.13439609855413,6.669200956821442e-05,0.822668388625973,0.5651390401374725,0.00010417151951352708,47613.0,131.13439609855413,45.38568962125736,
231,231,5395.0,9026.0,3631.0,6700.0,7278.0,6811.75,0.18619778752326965,-5.108451470732904e-05,0.006496822275221348,0.0001818807374320386,0.0,2.0234375,0.08081936120254041,29.347873210906982,32.8046875,131.28104782104492,5e-06,231.0,0.0,3.313451051712036,9.228972434997559,-11.78125,3.313451051712036,9.228972434997559,-11.78125,0.056538596749305725,1.3187264204025269,-1.7882418632507324,0.056538596749305725,1.3187264204025269,-1.7882418632507324,891.3499755859375,1851.0,572.0,0.0,891.3499755859375,1851.0,572.0,0.0,0.0,471.0,723.0,309.0,0.0,5.562044680118561e-05,21.482913970947266,30.913694381713867,15.606854438781738,0.125,35.37767910026014,68.88369393348694,3.815603105351329,0.004703037440776825,27.626760674640536,0.08442334458231926,135.8016246818006,5.784258246421814e-05,0.9922499326936708,0.5069688529863937,8.630376630045189e-05,54494.0,135.8016246818006,50.15956190480594,
232,232,5140.0,7622.0,2482.0,6386.0,6580.0,6441.25,0.17952939867973328,-4.428450018167662e-05,0.006149824196472764,0.00032990101199175114,0.0,2.1171875,0.0776556231168696,29.347873210906982,32.8046875,131.13477325439453,5e-06,232.0,0.0,6.392282009124756,9.537036895751953,-12.021276473999023,6.392282009124756,9.537036895751953,-12.021276473999023,0.024066699668765068,1.2316421270370483,-1.788469910621643,0.024066699668765068,1.2316421270370483,-1.788469910621643,840.375,1373.0,510.0,0.0,840.375,1373.0,510.0,0.0,0.0,447.875,605.0,299.0,0.0,5.38751482963562e-05,17.84512710571289,22.976778030395508,15.859966278076172,0.125,27.35209227912128,52.052869161590934,3.767609426751733,0.004479279741644859,27.003268398344517,0.08853754773736,110.27633048407733,5.792081356048584e-05,0.8136871122749153,0.5240300484833014,8.692566935076382e-05,51530.0,110.27633048407733,58.41008647753331,
233,233,4846.0,7261.0,2415.0,5776.0,6063.0,5832.375,0.17974381148815155,-5.977237597108026e-06,0.006341837561922148,0.0002153999667825701,0.0,2.1796875,0.07078359812053611,29.347873210906982,32.8046875,131.3867645263672,5e-06,233.0,0.0,4.672856330871582,8.899999618530273,-11.456310272216797,4.672856330871582,8.899999618530273,-11.456310272216797,0.04571888968348503,1.3114792108535767,-1.786889672279358,0.04571888968348503,1.3114792108535767,-1.786889672279358,797.2249755859375,1503.0,508.0,0.0,797.2249755859375,1503.0,508.0,0.0,0.0,369.25,526.0,277.0,0.0,7.892400026321411e-05,16.330825805664062,25.02458381652832,11.639848709106445,0.125,29.66627198457718,54.20275622047484,3.6752692442387342,0.004417166113853455,26.646184561774135,0.08234625495970249,114.28363174758852,5.534850060939789e-05,0.930297970603568,0.5710834900399523,9.466911236531976e-05,46659.0,114.28363174758852,51.03421120604236,
234,234,5810.0,8311.0,2501.0,6922.0,7217.0,6993.375,0.18656210601329803,4.6502044424415884e-05,0.005583165635471232,-9.865764986898285e-05,0.0,1.90234375,0.08208922633472558,29.347873210906982,32.8046875,131.38881158828735,5e-06,234.0,0.0,4.322834014892578,9.571428298950195,-11.884057998657227,4.322834014892578,9.571428298950195,-11.884057998657227,0.029373055323958397,1.7887417078018188,-1.788321614265442,0.029373055323958397,1.7887417078018188,-1.788321614265442,958.2999877929688,2048.0,631.0,0.02500000037252903,958.2999877929688,2048.0,631.0,0.02500000037252903,0.0,440.375,513.0,318.0,0.0,5.4424628615379333e-05,21.216949462890625,33.59284973144531,15.173903465270996,0.125,37.92615226097405,70.3980232924223,3.8712771646678448,0.0047425199300050735,27.960484826937318,0.09176524356007576,140.25950709357858,6.42482191324234e-05,0.9894122994097373,0.49976736602386757,8.476808282848184e-05,55947.0,140.25950709357858,49.86025649822189,
235,235,5584.0,7477.0,1893.0,6219.0,6380.0,6261.75,0.1777631938457489,-1.4427416026593227e-05,0.005263999401358887,0.00015194017134376737,0.0,1.87890625,0.07554659591502068,29.347873210906982,32.8046875,131.46555709838867,5e-06,235.0,0.0,5.370862007141113,9.423076629638672,-10.859872817993164,5.370862007141113,9.423076629638672,-10.859872817993164,0.018020370975136757,1.7887804508209229,-1.7884351015090942,0.018020370975136757,1.7887804508209229,-1.7884351015090942,867.4749755859375,1349.0,599.0,0.0,867.4749755859375,1349.0,599.0,0.0,0.0,384.875,472.0,339.0,0.0,9.391456842422485e-05,17.821491241455078,22.91288948059082,14.622881889343262,0.125,27.463830640539527,59.46297844313085,3.815225012600422,0.004598017781972885,26.91880819015205,0.10082490742206573,117.77401551045477,6.0597434639930725e-05,0.7914876694008337,0.5373659158811843,9.17877945856367e-05,50094.0,117.77401551045477,53.167500257679045,
236,236,5145.0,9875.0,4730.0,6333.0,7001.0,6529.875,0.1768319457769394,3.358737565577058e-05,0.005888628435786814,-1.906306338241848e-05,0.0,2.00390625,0.0758515287228548,29.347873210906982,32.8046875,131.46661758422852,5e-06,236.0,0.0,5.2680230140686035,8.81472110748291,-11.875,5.2680230140686035,8.81472110748291,-11.875,0.027379902079701424,1.4192602634429932,-1.788557529449463,0.027379902079701424,1.4192602634429932,-1.788557529449463,917.0999755859375,1940.0,595.0,0.0,917.0999755859375,1940.0,595.0,0.0,0.0,388.875,591.0,279.0,0.0,5.303137004375458e-05,19.14311408996582,33.32565689086914,13.639415740966797,0.125,37.784650698304176,53.5133186224848,3.8520334605127573,0.004468930885195732,28.123156050220132,0.08175437338650227,123.36642559058964,5.8498233556747437e-05,1.030003562814965,0.5383555590692802,8.554778776767802e-05,52239.0,123.36642559058964,52.93073029180881,
237,237,4995.0,8302.0,3307.0,6561.0,6604.0,6581.125,0.1824754923582077,1.0273354128007007e-05,0.006241874420084059,-0.0002828619282809086,0.0,2.05859375,0.07860247767519957,29.347873210906982,32.8046875,131.44866943359375,5e-06,237.0,0.0,7.17711877822876,9.127906799316406,-10.65217399597168,7.17711877822876,9.127906799316406,-10.65217399597168,0.020799921825528145,1.2975530624389648,-1.7305068969726562,0.020799921825528145,1.2975530624389648,-1.7305068969726562,890.2249755859375,1445.0,622.0,0.0,890.2249755859375,1445.0,622.0,0.0,0.0,426.0,749.0,253.0,0.0,6.055273115634918e-05,18.070220947265625,24.461191177368164,13.583096504211426,0.125,28.858667550608516,71.57924717664719,3.812368920072913,0.004271401092410088,27.354200741276145,0.1020534448325634,131.72000907547772,0.0001762695610523224,0.8104318444946086,0.5195578404390614,8.112976680297988e-05,52649.0,131.72000907547772,49.96298623263006,
238,238,5651.0,7965.0,2314.0,6501.0,6521.0,6513.125,0.17176111042499542,3.546062856912835e-05,0.00580300233559683,-8.772919079547136e-06,0.0,2.13671875,0.07884768057325872,29.347873210906982,32.8046875,131.24967336654663,5e-06,238.0,0.0,4.009263038635254,9.363636016845703,-13.801369667053223,4.009263038635254,9.363636016845703,-13.801369667053223,0.03321964666247368,1.5591949224472046,-1.7885267734527588,0.03321964666247368,1.5591949224472046,-1.7885267734527588,884.125,1355.0,631.0,0.0,884.125,1355.0,631.0,0.0,0.0,418.5,602.0,307.0,0.0,8.010677993297577e-05,17.965621948242188,22.486799240112305,15.576276779174805,0.125,26.932970406487584,72.16451579518616,3.724571816623211,0.0044330451637506485,26.91063979640603,0.07520662806928158,129.81973527371883,5.891546607017517e-05,0.7615713390778336,0.5164694328069481,8.507907424912481e-05,52105.0,129.81973527371883,50.17053059203503,
239,239,5242.0,10056.0,4814.0,6850.0,7216.0,6912.875,0.17158955335617065,-1.803357154131005e-05,0.005913046142086387,0.00018704275544223492,0.0,2.00390625,0.08096368984835543,29.347873210906982,32.8046875,131.54106903076172,5e-06,239.0,0.0,6.0689167976379395,9.261083602905273,-11.15384578704834,6.0689167976379395,9.261083602905273,-11.15384578704834,0.03847409784793854,1.5219614505767822,-1.7880373001098633,0.03847409784793854,1.5219614505767822,-1.7880373001098633,903.5750122070312,1396.0,610.0,0.0,903.5750122070312,1396.0,610.0,0.0,0.0,479.0,1073.0,244.0,0.0,5.5847689509391785e-05,19.070371627807617,23.75958824157715,14.754498481750488,0.125,28.221694761887193,72.41889783367515,3.840736409649253,0.004813492298126221,28.011730544269085,0.09810790419578552,132.60305250622332,5.990639328956604e-05,0.7808343181774394,0.5065137613559677,8.703853856257744e-05,55303.0,132.60305250622332,52.132095523785665,
240,240,5902.0,8005.0,2103.0,6923.0,6972.0,6956.875,0.17158934473991394,-3.270245040766645e-05,0.00648358041071333,1.249120672355275e-05,0.0,2.0546875,0.08254425700075985,29.347873210906982,32.8046875,131.95415115356445,5e-06,240.0,0.0,5.062404632568359,9.488636016845703,-11.920731544494629,5.062404632568359,9.488636016845703,-11.920731544494629,-0.0046274708583951,1.0173664093017578,-1.7881478071212769,-0.0046274708583951,1.0173664093017578,-1.7881478071212769,938.375,1327.0,689.0,0.0,938.375,1327.0,689.0,0.0,0.0,453.0,541.0,352.0,0.0,5.60954213142395e-05,18.47620964050293,22.764301300048828,15.302645683288574,0.125,27.258325247094035,75.56281114555895,3.7870403304696083,0.004531802609562874,27.607851192355156,0.07080576568841934,134.30069704726338,9.690038859844208e-05,0.7262108764378323,0.4960533859016289,8.142669319131926e-05,55655.0,134.30069704726338,51.800736354716925,49.2213244792074
241,241,5108.0,8629.0,3521.0,6797.0,6822.0,6807.625,0.17218494415283203,5.7006333954629645e-05,0.005978389119263738,-0.0002700267536965839,1.68918923009187e-05,3.38671875,0.08110955033155517,29.347873210906982,32.8046875,134.63206481933594,5e-06,241.0,0.0,4.895343780517578,9.16201114654541,-11.363636016845703,4.895343780517578,9.16201114654541,-11.363636016845703,0.018565138801932335,1.7879234552383423,-1.7883590459823608,0.018565138801932335,1.7879234552383423,-1.7883590459823608,905.7750244140625,1507.0,550.0,0.0,905.7750244140625,1507.0,550.0,0.0,0.0,455.75,584.0,297.0,0.0,6.553716957569122e-05,19.631378173828125,25.269210815429688,14.47718620300293,0.125,30.053111983463168,61.71114081889391,3.914410311728716,0.004584737122058868,27.47283511608839,0.12635685317218304,123.29038297198713,0.00017290189862251282,0.8294861302051605,0.5044497000805785,8.418385857877873e-05,54461.0,123.29038297198713,55.21618828572188,
242,242,5540.0,7020.0,1480.0,6035.0,6271.0,6107.375,0.1804017275571823,-1.8939934670947344e-06,0.006295002618571743,0.00016096185772767057,0.0,2.03515625,0.07336599324868055,29.347873210906982,32.8046875,131.24361038208008,5e-06,242.0,0.0,3.9436213970184326,9.516129493713379,-11.653543472290039,3.9436213970184326,9.516129493713379,-11.653543472290039,-0.030564818531274796,1.3202855587005615,-1.7881957292556763,-0.030564818531274796,1.3202855587005615,-1.7881957292556763,883.5999755859375,1622.0,565.0,0.0,883.5999755859375,1622.0,565.0,0.0,0.0,337.875,405.0,268.0,0.0,0.00015759654343128204,19.127744674682617,26.544538497924805,15.0416259765625,0.125,30.983247438445687,70.03134131245315,3.7620622627437115,0.004522714763879776,27.00526077672839,0.0821425411850214,131.8760699275881,5.885772407054901e-05,0.8766197215495045,0.552718245906146,9.25666666096272e-05,48859.0,131.8760699275881,46.31147260722511,
243,243,6122.0,8569.0,2447.0,6920.0,6976.0,6939.125,0.1688322126865387,3.484636545203479e-07,0.0058426023286301644,-7.802223412909371e-05,0.0,2.05078125,0.08371783005954163,29.347873210906982,32.8046875,130.79271697998047,5e-06,243.0,0.0,4.862417697906494,9.448529243469238,-11.78321647644043,4.862417697906494,9.448529243469238,-11.78321647644043,-0.0031990478746593,1.6363298892974854,-1.7865241765975952,-0.0031990478746593,1.6363298892974854,-1.7865241765975952,936.5750122070312,1389.0,610.0,0.0,936.5750122070312,1389.0,610.0,0.0,0.0,451.25,700.0,313.0,0.0,7.525831460952759e-05,19.369165420532227,23.618337631225586,15.662538528442383,0.125,28.032673677429557,70.64510282874107,3.7789404038339853,0.0041984375566244125,27.156129138544202,0.08434021659195423,129.7106422353536,5.768798291683197e-05,0.7482762639785804,0.48918504023461534,7.562980845251406e-05,55513.0,129.7106422353536,53.49695969748803,
244,244,5472.0,7199.0,1727.0,6314.0,6499.0,6356.5,0.17112644016742706,-3.401242196559712e-05,0.006296677695354446,0.00013387062008405338,0.0,1.96484375,0.07627233024521994,29.347873210906982,32.8046875,131.0274314880371,5e-06,244.0,0.0,1.6001955270767212,9.26229476928711,-12.0,1.6001955270767212,9.26229476928711,-12.0,-0.1084703803062439,1.1303189992904663,-1.7876266241073608,-0.1084703803062439,1.1303189992904663,-1.7876266241073608,878.4249877929688,1769.0,561.0,0.0,878.4249877929688,1769.0,561.0,0.0,0.0,392.875,493.0,298.0,0.0,5.100853741168976e-05,20.300012588500977,29.299570083618164,13.881253242492676,0.125,33.621496595442295,71.98702952079475,3.7688336353749037,0.004161614924669266,27.117584256455302,0.10691539198160172,136.6152697764337,0.00016156770288944244,0.9568687308376439,0.5332648520501712,8.183778267657646e-05,50852.0,136.6152697764337,46.528473796539714,
245,245,5107.0,6743.0,1636.0,6058.0,6079.0,6066.375,0.1693771928548813,-5.096434615553536e-06,0.006244464899646118,-3.453923336564913e-05,0.0,1.96875,0.0738431913498698,29.347873210906982,32.8046875,131.31051635742188,5e-06,245.0,0.0,6.382925987243652,8.899999618530273,-11.709844589233398,6.382925987243652,8.899999618530273,-11.709844589233398,-0.04966390132904053,1.5967490673065186,-1.7870084047317505,-0.04966390132904053,1.5967490673065186,-1.7870084047317505,846.1500244140625,1296.0,563.0,0.0,846.1500244140625,1296.0,563.0,0.0,0.0,367.125,418.0,279.0,0.0,6.658025085926056e-05,17.577289581298828,21.695650100708008,13.966900825500488,0.125,26.03685432858765,70.86191337555647,3.692577311769128,0.004388783127069473,26.603100711479783,0.0783735029399395,127.28516195341945,5.977042019367218e-05,0.7692741927727841,0.5481671655535593,9.043257149181911e-05,48531.0,127.28516195341945,47.65971859485095,
246,246,5212.0,8661.0,3449.0,6397.0,6602.0,6433.625,0.17675404250621796,-1.009140163660202e-05,0.006104473304003477,0.0001497241416018369,0.0,2.1875,0.07854419976350044,29.347873210906982,32.8046875,131.22766876220703,5e-06,246.0,0.0,4.172264099121094,9.363636016845703,-11.43617057800293,4.172264099121094,9.363636016845703,-11.43617057800293,0.009365147911012173,1.1380534172058105,-1.7845735549926758,0.009365147911012173,1.1380534172058105,-1.7845735549926758,850.4749755859375,1325.0,525.0,0.0,850.4749755859375,1325.0,525.0,0.0,0.0,436.25,694.0,337.0,0.0,7.565692067146301e-05,17.416786193847656,22.455530166625977,14.130615234375,0.125,27.08284255489707,70.76806872338057,3.7409314643591642,0.004224264994263649,26.677722232416272,0.07928374782204628,128.36040020175278,6.028078496456146e-05,0.7961093081776969,0.5183260260043185,8.20739667423818e-05,51469.0,128.36040020175278,50.12157168322811,
247,247,5619.0,8260.0,2641.0,6747.0,6801.0,6764.375,0.1671859323978424,2.341663464903859e-05,0.00545217698381748,0.00014089725013946008,1.140510939876549e-05,2.08203125,0.08159444404308834,29.347873210906982,32.8046875,131.05248641967773,5e-06,247.0,0.0,3.9927310943603516,8.678756713867188,-11.956521987915039,3.9927310943603516,8.678756713867188,-11.956521987915039,0.046453118324279785,1.4130125045776367,-1.7879717350006104,0.046453118324279785,1.4130125045776367,-1.7879717350006104,895.25,1337.0,547.0,0.0,895.25,1337.0,547.0,0.0,0.0,457.625,697.0,295.0,0.0,5.917251110076904e-05,17.898574829101562,22.593402862548828,14.19784927368164,0.125,26.884424375370145,70.74716522544622,3.7475025672465563,0.004567001014947891,27.086330343037844,0.08953025750815868,128.5667103137821,5.82914799451828e-05,0.7507518675054494,0.5005327606585576,8.43943641309783e-05,54115.0,128.5667103137821,52.61373635127438,
248,248,5903.0,8307.0,2404.0,6731.0,6762.0,6750.875,0.17647108435630798,6.519511342048396e-05,0.005671925022033975,-7.206874888652238e-05,0.0,2.109375,0.08223376519906854,29.347873210906982,32.8046875,131.16143655776978,5e-06,248.0,0.0,2.6134836673736572,8.77431869506836,-11.984127044677734,2.6134836673736572,8.77431869506836,-11.984127044677734,0.07019355893135071,1.1496803760528564,-1.7865207195281982,0.07019355893135071,1.1496803760528564,-1.7865207195281982,898.6749877929688,1466.0,604.0,0.0,898.6749877929688,1466.0,604.0,0.0,0.0,451.5,666.0,344.0,0.0,9.148754179477692e-05,19.210004806518555,24.209550857543945,15.099536895751953,0.125,28.53137995302677,57.70613378472626,3.7808222975581884,0.004424968734383583,26.83385227806866,0.0818431917577982,116.9454368147999,6.255321204662323e-05,0.7937068448834887,0.4968587827146233,8.193324447541214e-05,54007.0,116.9454368147999,57.72670729077691,
249,249,5052.0,7896.0,2844.0,6148.0,6305.0,6188.875,0.17652246356010437,6.496572168541992e-06,0.0067071999132167544,2.8009706329612528e-05,0.0,2.2890625,0.0748253077342419,29.347873210906982,32.8046875,131.19443893432617,5e-06,249.0,0.0,5.213601112365723,9.32835865020752,-11.181102752685547,5.213601112365723,9.32835865020752,-11.181102752685547,-9.974110434995964e-05,1.2124789953231812,-1.7886337041854858,-9.974110434995964e-05,1.2124789953231812,-1.7886337041854858,843.9000244140625,1398.0,534.0,0.0,843.9000244140625,1398.0,534.0,0.0,0.0,393.875,643.0,281.0,0.0,9.224563837051392e-05,18.301498413085938,23.093181610107422,14.30601978302002,0.125,27.592896236106753,74.15764861367643,3.705716712400317,0.004741795361042023,26.852683007717133,0.08300680667161942,132.40371395088732,6.357021629810333e-05,0.8174219764221695,0.5423579206179866,9.577256288586421e-05,49511.0,132.40371395088732,46.742457710028035,
250,250,5995.0,8194.0,2199.0,7141.0,7396.0,7187.0,0.18268950283527374,1.3127496931700233e-05,0.006230186880566179,-9.833950934989844e-06,1.3102724915370345e-05,2.109375,0.08583325194971511,29.347873210906982,32.8046875,131.25746202468872,5e-06,250.0,0.0,5.622661590576172,9.450262069702148,-11.598984718322754,5.622661590576172,9.450262069702148,-11.598984718322754,0.007209779694676399,1.1891989707946777,-1.7877511978149414,0.007209779694676399,1.1891989707946777,-1.7877511978149414,922.4000244140625,1831.0,612.0,0.0,922.4000244140625,1831.0,612.0,0.0,0.0,515.0,753.0,350.0,0.0,6.165355443954468e-05,20.403858184814453,30.45123863220215,15.555435180664062,0.125,34.77160427905619,73.31167194060981,3.8444775957614183,0.0043184030801057816,27.50784771516919,0.07938185520470142,139.52640979364514,6.264820694923401e-05,0.942422058734177,0.4784306336991998,7.510788715920727e-05,57496.0,139.52640979364514,51.509961523623595,
251,251,5106.0,7102.0,1996.0,6262.0,6280.0,6271.0,0.17661523818969727,-2.1876804530620437e-05,0.006568123050965369,-0.0002620027610191755,0.0,2.1328125,0.0767696998404247,29.347873210906982,32.8046875,131.14058303833008,5e-06,251.0,0.0,4.731311798095703,9.32835865020752,-11.981132507324219,4.731311798095703,9.32835865020752,-11.981132507324219,-0.017530055716633797,1.4153761863708496,-1.7875218391418457,-0.017530055716633797,1.4153761863708496,-1.7875218391418457,843.8250122070312,1425.0,542.0,0.0,843.8250122070312,1425.0,542.0,0.0,0.0,410.375,519.0,326.0,0.0,6.0303136706352234e-05,17.146976470947266,23.451364517211914,12.920777320861816,0.125,27.873915312811732,68.49534887634218,3.685348842293024,0.003986496478319168,26.535012304782867,0.117949940264225,126.71861673146486,5.5417418479919434e-05,0.8258203807902033,0.528923064598606,7.946293410778122e-05,50168.0,126.71861673146486,49.487598284703175,
252,252,4902.0,7269.0,2367.0,6043.0,6518.0,6120.0,0.1742052584886551,1.7587887123225732e-05,0.006256564019713551,0.00019746640355151613,0.0,2.3046875,0.0736339563923902,29.347873210906982,32.8046875,131.08103275299072,5e-06,252.0,0.0,5.104040145874023,9.566473960876465,-11.711409568786621,5.104040145874023,9.566473960876465,-11.711409568786621,0.047429539263248444,1.112850308418274,-1.788349986076355,0.047429539263248444,1.112850308418274,-1.788349986076355,859.0,1832.0,632.0,0.0,859.0,1832.0,632.0,0.0,0.0,365.0,522.0,243.0,0.0,8.284673094749451e-05,19.017471313476562,30.5147647857666,14.14814281463623,0.125,34.86660357937217,70.36075007356703,3.7423249520361423,0.004671324044466019,26.97201124764979,0.08175625279545784,136.0354395620525,5.868636071681976e-05,1.0147439924147894,0.5508989225418666,9.541103031997587e-05,48960.0,136.0354395620525,44.98827672922956,
253,253,4631.0,8427.0,3796.0,6905.0,6991.0,6946.625,0.1897062510251999,0.00011100729927420658,0.0056954134081024675,0.00025529034962801234,1.1837121564894915e-05,14.4453125,0.08409000867394802,29.347873210906982,32.8046875,131.27453231811523,5e-06,253.0,0.0,4.276419639587402,9.475000381469727,-11.758620262145996,4.276419639587402,9.475000381469727,-11.758620262145996,-0.05259833484888077,0.9939422011375427,-1.7865521907806396,-0.05259833484888077,0.9939422011375427,-1.7865521907806396,901.5750122070312,1389.0,525.0,0.0,901.5750122070312,1389.0,525.0,0.0,0.0,487.75,663.0,316.0,0.0,8.092820644378662e-05,18.6751651763916,23.051420211791992,11.718670845031738,0.125,27.383600683882833,71.93955026380718,3.744906425476074,0.00555429607629776,27.10397259891033,0.08209066092967987,130.26649396680295,6.499886512756348e-05,0.7593267527350146,0.48771836321433665,9.994594634620697e-05,55573.0,130.26649396680295,53.32626056375076,
254,254,5361.0,7469.0,2108.0,5915.0,6360.0,6042.75,0.18096619844436646,5.102748982609151e-06,0.006315500958589837,1.9015551151824185e-05,1.4619882858823984e-05,2.2578125,0.07345990633941432,29.347873210906982,32.8046875,131.3429012298584,5e-06,254.0,0.0,5.150238037109375,9.127906799316406,-11.850648880004883,5.150238037109375,9.127906799316406,-11.850648880004883,0.01454779040068388,1.7885105609893799,-1.773234248161316,0.01454779040068388,1.7885105609893799,-1.773234248161316,839.5499877929688,1603.0,529.0,0.0,839.5499877929688,1603.0,529.0,0.0,0.0,369.0,497.0,301.0,0.0,5.4797157645225525e-05,18.381019592285156,26.811582565307617,14.522461891174316,0.125,31.24386783130467,61.63655732572079,3.687891688197851,0.004194850102066994,26.65804603509605,0.08782267943024635,123.32529733143747,6.202235817909241e-05,0.930375434200008,0.5514468999026944,8.677444255651388e-05,48342.0,123.32529733143747,48.998462851948965,
255,255,5244.0,6860.0,1616.0,5772.0,5799.0,5785.125,0.17427845299243927,2.973743248730898e-05,0.006445861601969227,1.0661565102054738e-05,0.0,2.203125,0.07082027592265203,29.347873210906982,32.8046875,131.37893295288086,5e-06,255.0,0.0,4.632073402404785,9.32584285736084,-12.317072868347168,4.632073402404785,9.32584285736084,-12.317072868347168,0.002117000985890627,1.5017093420028687,-1.7883434295654297,0.002117000985890627,1.5017093420028687,-1.7883434295654297,778.5250244140625,1023.0,566.0,0.0,778.5250244140625,1023.0,566.0,0.0,0.0,378.5,495.0,311.0,0.0,5.80810010433197e-05,15.4724702835083,17.062047958374023,13.205413818359375,0.125,21.40769654326141,70.14056309126318,3.7111810222268105,0.004409851506352425,26.348956426605582,0.07769188843667507,121.69874761998653,5.589984357357025e-05,0.687444094385582,0.5693255639810199,9.528427446149444e-05,46281.0,121.69874761998653,47.53643823899065,
256,256,5496.0,7476.0,1980.0,6266.0,6387.0,6288.125,0.17792101204395294,-8.085984736678347e-06,0.006529772470821626,0.0003495980143270572,0.0,2.13671875,0.0768608200655194,29.347873210906982,32.8046875,130.96525192260742,5e-06,256.0,0.0,3.402972459793091,9.166666984558105,-11.807229042053223,3.402972459793091,9.166666984558105,-11.807229042053223,0.023892845958471298,1.151026725769043,-1.779649257659912,0.023892845958471298,1.151026725769043,-1.779649257659912,855.625,1271.0,610.0,0.0,855.625,1271.0,610.0,0.0,0.0,402.0,584.0,294.0,0.0,5.0729140639305115e-05,17.874038696289062,21.3011531829834,14.872138977050781,0.125,25.673786286264658,70.78155127726495,3.9621906634420156,0.004506321623921394,26.585508247837424,0.08287726901471615,127.09759772755206,5.556084215641022e-05,0.7501471522648548,0.5284863979293792,8.957999451190526e-05,50305.0,127.09759772755206,49.47477460179303,
